1,49.2833
2,48.7833
2,46.95
2,43.7667
2,48.9833
3,43.1833
3,49.5833
3,42.6167
5,43.5833
5,47.2833
5,47.3167
5,45.7333
5,44.0333
7,43.6
7,43.6333
-0.016667,48.75
-0.05,43.1
0.083333,43.2333
0.083333,48.4333
-0.083333,47.2667
-0.083333,47.7
0.133333,49.5
0.15,45.65
0.15,47.9667
0.166667,44.5
0.2,48
0.2,49.55
0.2,45.65
0.233333,49.15
-0.233333,44.9167
-0.25,46.65
-0.316667,49.2
0.333333,46.5833
-0.333333,45.7
-0.333333,47.8333
0.345279,49.6484
-0.35,49.1833
-0.35,49.1333
0.366667,49.75
-0.366667,43.3
-0.4,43.3
-0.4,43.3167
-0.466667,46.3167
-0.466667,47.45
0.483333,44.85
0.483333,49.5667
-0.483333,46.85
-0.486667,44.9248
-0.5,43.8833
-0.516667,47.4167
0.533333,46.8
-0.533333,44.8
-0.533333,44.85
-0.533333,44.8667
-0.533333,44.8333
-0.55,47.4667
-0.55,44.7667
-0.566667,44.8333
-0.566667,48.75
0.583333,43.65
-0.583333,47.5
0.6,49.1
0.6,47.4
-0.6,44.8167
-0.6,43.2
-0.616667,44.8
-0.616667,44.7667
-0.616667,44.8667
-0.616667,44.8833
-0.616667,48.3
0.633333,44.2
-0.633333,44.8333
-0.633333,45.75
-0.633333,44.9167
0.65,47.3833
-0.65,44.8833
0.666667,47.35
0.666667,47.4
0.683333,47.3833
-0.683333,44.7333
-0.7,49.2667
-0.7,47.8333
0.716667,45.1833
0.716667,44.4
0.716667,47.3333
0.733333,47.3833
0.733333,47.3667
0.733333,43.1167
-0.733333,44.9
0.766667,49.6167
-0.766667,48.0667
-0.766667,43.4833
-0.816667,46.4667
0.833333,48.3167
0.833333,47.3833
-0.883333,47.0667
-0.883333,48.8333
0.9,45.8833
0.95,49.55
0.983333,47.4167
-0.983333,45.9333
-1.01667,46.8667
1.03333,49.4167
1.03333,49.4333
1.03333,49.45
1.03333,49.4667
1.03333,49.4667
-1.03333,45.6333
-1.05,43.7167
-1.05,43.7333
1.06667,47.8
-1.06667,44.6333
1.08333,49.4333
1.08333,49.9333
1.08333,49.4667
1.08333,44.1
-1.08333,49.1167
1.1,49.4167
1.1,49.3833
1.1,44.0333
1.1,49.3333
-1.1,44.7429
1.13333,49.4667
-1.13704,44.6343
1.15,49.0167
-1.15,46.1667
-1.16355,44.6589
1.16667,49.2167
-1.16667,44.3917
-1.2,48.35
-1.2,48.1333
1.21028,49.2745
1.23333,43.5333
1.25,45.85
1.3,43.5667
1.3,45.8333
1.33333,47.5833
1.33333,48.0833
1.35,44.0167
1.35,43.6167
1.35,43.5833
1.35,43.4667
1.36667,48.7333
1.36667,43.5333
1.36667,48.7167
-1.38333,47.7167
1.4,43.6333
1.43333,43.6
1.43333,44.4333
-1.43333,46.6667
1.46667,48.4333
1.46667,43.55
1.46667,48.45
-1.46667,43.5333
1.48333,49.0833
1.48333,43.6667
-1.48333,43.4833
-1.48333,47.1667
1.5,48.45
1.5,43.6167
1.5,43.5167
1.5,43.6667
-1.5,47.2167
-1.5,47.3
-1.5,47.25
1.53333,45.15
1.53333,43.55
-1.53333,43.4833
-1.55,47.2167
-1.55,47.3
1.56667,50.7
-1.56667,47.2
-1.56667,43.4833
-1.56667,49.6333
1.58333,50.7
1.59278,50.4084
1.6,43.1167
-1.6,48.125
-1.6,48.8333
1.61667,50.7167
-1.61667,47.2667
-1.61667,47.1833
1.63333,50.7167
1.65,50.5167
-1.65,47.2167
-1.65,49.65
-1.65,48.1833
-1.66667,43.3833
-1.68333,48.0833
1.7,46.8167
1.71667,48.9833
1.71667,48.9667
-1.71667,48.0667
1.73333,48.9833
-1.73333,47.2167
-1.73333,46.5
1.74361,47.3589
-1.75,48.0333
1.76667,45.2667
-1.775,43.3583
1.78333,49.2833
-1.78333,46.5
-1.78333,46.5333
1.81667,43.7
1.83333,50.95
1.83333,48.65
1.83333,50.1
1.85,48.9667
1.86667,47.9167
1.86667,46.1667
1.88333,47.95
-1.88333,46.85
1.9,47.9167
1.9,47.8667
1.91667,49
1.91667,47.9333
1.91667,48.7667
1.91667,43.9
1.95,48.8167
1.95,48.7833
1.95,43.3167
-1.95,46.7167
1.96667,47.9
1.98333,48.8167
1.98333,48.9833
14.4867,-60.9018
14.5269,-60.9773
14.5741,-60.9849
14.6145,-60.9124
14.6191,-60.9946
14.627,-61.0732
14.6753,-60.9414
14.7096,-61
14.7388,-60.9629
14.7604,-61.0111
16.0015,-61.7183
16.016,-61.7085
16.0382,-61.5936
16.1878,-61.5899
16.2063,-61.4948
16.2238,-61.3864
16.2409,-61.5353
16.251,-61.2728
16.2576,-61.5883
16.2713,-61.6338
16.3065,-61.5106
16.3257,-61.4403
16.3313,-61.6948
16.3339,-61.3472
18.0913,-63.0829
2.01667,48.8
-2.01667,48.65
2.03333,48.7667
2.03333,49.0167
2.03333,49.0333
2.03333,48.95
2.03333,44.6
2.05,48.9333
2.05,48.8167
2.05,48.75
2.05,44.35
2.06667,49.0333
2.06667,48.7667
2.06667,48.9667
2.06667,48.8
2.06667,49.0667
2.06667,48.9833
-2.06667,48.6333
2.08333,49.4333
2.08333,48.9
2.08333,47.2167
2.08333,48.8667
2.1,48.9833
2.1,49.05
2.1,49.0167
2.1,48.9
-2.1,47.1167
2.11667,49.05
2.11667,48.9
2.125,48.825
2.125,50.9833
2.13333,48.8
2.13333,48.6833
2.13333,49.2333
2.13333,48.8667
2.15,43.9333
2.15,48.8833
2.15,48.95
2.15,48.4333
2.15,48.85
2.15,48.9167
2.15,44.05
2.16667,49
2.16667,48.8
-2.16667,47.25
2.1675,48.6823
2.18333,48.95
2.18333,48.8
2.18333,48.9833
2.18333,48.8417
2.18333,48.7
2.18333,48.9167
2.19167,48.825
2.2,48.9
2.2,48.8833
2.2,48.9167
2.2,48.8167
2.2,48.9833
2.2,48.8
-2.2,47.2833
2.21667,48.8417
2.21667,48.9333
2.21667,49.0333
2.21667,48.7333
2.23333,48.8667
2.23333,48.8667
2.23333,48.9833
2.23333,49.1167
2.23333,50.7333
-2.23639,48.4564
2.24167,48.8083
2.25,48.8333
2.25,48.95
2.25,48.9167
2.25,43.6
2.25,48.7167
2.25,48.9
2.25,48.9667
2.25,50.75
2.25,49.0167
2.25,48.5833
2.25222,48.8973
2.26667,48.8167
2.26667,48.8833
2.26667,48.8
2.26667,48.7667
2.26667,48.9167
2.26667,48.9833
2.26667,48.7833
2.26667,48.75
2.26667,49.15
2.28333,48.9
2.28333,48.7333
2.28333,48.8
2.28333,48.7833
2.28333,49
2.28333,51.0167
2.28333,48.9667
2.28333,48.7833
2.28556,48.9112
2.3,49.9
2.3,48.75
2.3,48.9
2.3,48.9333
2.3,48.8
2.3,48.8167
2.3,48.8333
2.3,48.7
2.3,48.6333
2.3,48.7
2.3,48.9833
2.30833,48.95
2.31667,48.8167
2.31667,48.75
2.31667,48.6167
2.31667,48.775
2.31667,48.9667
2.31667,45.55
2.33333,48.9
2.33333,48.6333
2.33333,48.7833
2.33333,48.7833
2.33333,48.9333
2.33333,48.9833
2.33333,49
2.33333,48.8
2.33333,48.8167
2.33333,49.0333
2.33333,48.7
2.33333,48.6667
2.34167,48.9583
2.34445,48.86
2.35,43.2167
2.35,48.6667
2.35,48.6667
2.35,48.7667
2.35,48.9667
-2.35,47.25
2.35833,48.9333
2.36667,51.05
2.36667,48.8
2.36667,48.9667
2.36667,48.8167
2.36667,49
-2.36667,47.3
2.38333,48.9167
2.38333,49
2.38333,48.8167
2.38333,48.9167
2.38333,48.95
2.38333,48.6667
2.38333,48.7667
2.38333,48.65
2.38333,49
2.38333,48.6833
2.4,48.7833
2.4,47.0833
2.4,48.9
2.4,48.7167
2.4,51.0333
2.4,48.75
2.4,48.8833
2.4,48.6167
2.4,49.3833
2.4,43.5
2.41667,48.8
2.41667,48.9667
2.41667,48.7667
2.41667,48.8667
2.41667,48.6833
2.41667,48.8167
2.41667,48.65
2.41667,48.7
2.41667,48.8333
2.41667,48.7333
2.41667,48.9333
2.41667,48.9833
2.41667,48.95
2.43333,48.8667
2.43333,48.8
2.43333,48.85
2.43333,48.8833
2.43333,48.8833
2.43333,48.5667
2.43333,49.2667
-2.43333,47.3333
2.45,48.9333
2.45,48.6333
2.45,48.9333
2.45,48.9
2.45,48.7333
2.45,44.9167
2.45,48.9833
2.45,48.7
2.45833,48.8167
2.46667,48.7833
2.46667,48.9
2.46667,48.8833
2.46667,49.0167
2.46667,49.2667
2.46667,48.8167
2.46667,48.75
2.46667,50.5
2.46667,49.2
2.48333,48.85
2.48333,48.6
2.48333,48.8667
2.48333,49.2667
2.48333,48.8333
2.48333,48.7333
2.48333,48.7667
2.48333,50.5667
2.5,48.8
2.5,48.85
2.5,48.7167
2.5,48.8833
2.5,48.7
2.50555,46.7236
2.51139,47.7906
2.51667,48.95
2.51667,48.8167
2.51667,48.9
2.51667,48.8667
2.51667,48.8
2.51667,48.75
2.51667,48.8333
2.51667,48.9
2.51667,48.6833
-2.51667,48.4667
2.53333,48.9333
2.53333,48.8833
2.53333,48.9667
2.53333,48.85
2.53333,48.7667
2.53333,50.7167
2.53333,44.3833
2.54528,48.5333
2.54778,50.4812
2.55,48.9167
2.55,48.9167
2.55,48.8333
2.55,48.6333
2.56667,48.85
2.56667,44.3333
2.56667,48.9
2.56667,48.6667
2.56667,48.8167
2.57639,48.9562
2.58333,48.5667
2.58333,49.2
2.58333,48.7833
2.6,48.8833
2.6,46.3333
2.6,48.85
2.6,48.6167
2.6,49.3
2.60528,48.7984
2.61667,48.9333
2.61667,48.9833
2.61667,48.6833
2.61667,48.8333
2.63333,50.5333
2.63333,48.5333
2.63333,48.85
2.63333,47.7
2.63445,48.5153
2.65,48.8
2.65,48.85
2.65,48.8667
2.66667,48.5333
2.66667,48.7667
2.66667,50.4833
2.66667,48.5333
2.7,48.85
2.7,48.4
2.7,48.2667
2.7,48.95
2.71667,48.8667
2.71667,48.4
2.71667,50.4333
2.73333,50.7333
2.73333,48.0167
2.75,48
-2.75,47.6667
-2.75,47.6833
2.76667,50.4167
2.76667,43.2
2.77028,47.9731
2.78333,50.2833
-2.78333,48.5167
-2.78333,48.5333
-2.78333,48.4833
2.83333,49.4167
2.83333,50.4333
2.83333,50.4
2.85,42.7
2.86667,48.95
2.86667,50.4
2.86667,50.4167
2.88333,42.6833
2.88333,50.6833
2.9,49.2333
2.9,50.45
2.9275,47.4122
2.93333,50.4167
2.93333,50.45
2.93333,50.4333
2.95,48.3833
2.96667,50.4833
2.98333,50.6
2.98333,50.4667
-2.98333,48.0667
-2.98333,47.6667
-20.8971,55.5499
-20.9316,55.3354
-20.9348,55.2987
-20.9599,55.6539
-20.9992,55.6849
-21.0033,55.2833
-21.0396,55.6972
-21.2432,55.334
-21.2652,55.3663
-21.2815,55.518
-21.3534,55.5651
3.00778,42.7067
3.01667,50.6167
3.01667,50.7667
3.01667,42.55
3.03333,50.65
3.03333,50.55
3.04389,50.6603
3.05,50.5833
3.06667,50.6333
3.06667,50.3667
3.06667,50.65
3.06667,45.7833
3.06667,50.5833
3.08333,45.7833
3.08333,50.6667
3.08333,44.1
3.08333,48.8167
3.08333,49.25
3.1,50.6
3.1,45.75
3.10778,50.642
3.11667,45.9
3.11667,50.3667
3.11667,50.75
3.11667,45.75
3.13333,50.7833
3.13333,50.7
3.14167,50.6833
3.15,50.7167
3.15,50.6667
3.15,50.6667
3.15,45.8333
3.16667,50.7
3.16667,46.9833
3.2,50.65
3.21445,50.6714
3.21667,50.7
3.21667,45.75
3.21667,49.6167
3.23333,50.1667
3.25,43.35
3.25,45.55
3.25,45.8
3.25,50.3333
3.28333,49.85
3.28333,50.3667
-3.28333,47.8
3.28389,48.1981
3.3,49.65
3.3,48.55
3.33333,49.3667
3.33333,46.5667
3.33333,50.4833
3.35,46.5667
-3.35,47.75
-3.36667,47.75
3.38333,50.3333
3.38333,50.3
3.4,49.05
3.4,47.9833
3.41667,46.1167
3.41667,50.1333
3.43333,50.4333
-3.43333,47.7333
3.46667,43.3167
3.46667,46.1333
-3.46667,48.7333
3.48333,50.3833
3.5,50.3667
3.5,44.5167
3.53333,50.35
3.53333,50.3833
3.55,50.35
3.55,50.3667
-3.55,47.8667
3.56667,47.8
3.56667,45.85
3.6,43.4167
3.61667,49.5667
3.68333,43.4
3.71667,48.5167
3.75,43.45
-3.83333,48.5833
3.88333,43.6
3.88583,45.0442
3.9,43.5667
3.9,43.6333
-3.91667,47.8667
3.93333,50.25
3.95,49.05
3.96667,50.2833
3.98333,49.25
4.01667,43.6167
4.03333,49.25
4.03333,46.0333
4.05,45.6
4.05,48.3333
4.05,50
4.05,48.2833
4.05,48.3
4.06889,46.0367
4.08333,48.3
4.08333,44.1333
-4.1,48
4.13333,43.6833
4.24,45.4995
-4.25,48.45
4.28333,43.7
4.3,45.3833
4.3,46.95
4.31667,45.4
4.31667,45.4333
-4.33333,48.1
4.35,43.8333
4.36667,48.9583
4.36667,46.6667
-4.36667,48.3667
4.38333,44.6167
4.4,45.4333
-4.4,48.4333
-4.4,48.4
4.43333,46.8
4.43333,43.6833
4.43333,45.9
-4.48333,48.4
4.5,45.4667
4.58333,48.7333
4.61667,44.1667
4.61667,45.5333
-4.61667,48.3833
4.63333,43.6667
4.63333,43.8
4.65,44.25
4.66667,45.2333
4.66667,43.8
4.7,44.3833
4.71667,49.7667
4.71667,45.9833
4.75,44.5667
4.75,44.2833
4.75,45.6667
4.76667,45.5833
4.76667,45.7667
4.76667,45.7333
4.78333,45.7667
4.79584,43.9664
4.8,44.1333
4.8,45.7167
4.8,45.7333
4.8,45.6833
4.81667,43.95
4.81667,43.6333
4.83278,45.0673
4.83333,46.3
4.83333,47.0333
4.83333,43.7833
4.84139,45.7589
4.84806,-52.3329
4.85,46.7833
4.85,45.8
4.85,43.9667
4.85,43.8833
4.86667,45.5167
4.86667,44
4.86667,45.7
4.87473,44.9345
4.88333,45.7667
4.88333,45.6833
4.88333,44.95
4.89833,45.8214
4.9,44.9333
4.91396,-52.2738
4.91667,45.7333
4.92215,-52.3054
4.93333,45.6917
4.93333,45.7833
4.95,48.6333
4.95,49.7
4.95,43.4333
4.95,45.6667
4.96667,45.75
4.98333,43.5167
4.98333,43.4
43.6566,6.87387
45.1047,-12.8486
45.107,-12.7897
45.12,-12.7019
45.1878,-12.8442
45.2023,-12.7341
45.2317,-12.7814
45.2705,-12.7888
46.7107,1.71819
5.00333,45.7672
5.01667,47.3167
5.03805,43.8375
5.05,43.4
5.05,45.05
5.05,44.05
5.05,43.9167
5.05,44
5.05,45.0333
5.1,43.6333
5.13333,48.1167
5.15,45.6167
5.16667,48.7833
5.16667,43.3833
5.1683,-52.6456
5.18333,43.4667
5.21667,46.2
5.21667,43.4167
5.23333,45.6167
5.23333,43.4833
5.25,43.4667
5.27972,45.5917
5.28697,-53.7897
5.31667,43.4083
5.35,45.95
5.36667,43.4
5.37639,43.2967
5.38278,49.1598
5.4,43.8833
5.41667,43.45
5.43333,43.5333
5.46667,43.45
5.46667,43.35
5.48333,43.3333
5.5,47.1
5.5,43.6833
5.55,46.6667
5.56667,43.2833
5.58333,45.3667
5.6,43.1667
5.63333,43.3833
5.65,45.1667
5.66667,46.25
5.66667,45.1833
5.66667,45.2
5.68306,45.2317
5.68333,43.45
5.7,45.1167
5.71667,45.1667
5.71667,45.1333
5.71667,43.1833
5.76667,45.1667
5.76667,49.5167
5.78333,43.8333
5.78333,45.2333
5.8,43.1167
5.81667,46.1
5.83945,43.0934
5.85,43.1333
5.86667,43.45
5.86667,46.3833
5.88333,43.1
5.88333,45.6
5.9,48.6833
5.91667,45.7
5.93333,43.1167
5.93333,45.5667
5.95,45.8667
5.98333,43.1333
6.01056,43.1248
6.01667,43.1
6.03333,47.25
6.05,49.3333
6.05,43.1833
6.06667,43.15
6.06667,43.4
6.06667,48.9
6.08333,44.5667
6.08333,45.8833
6.08333,46.1333
6.08333,49.25
6.1,45.9
6.11667,43.1167
6.11667,45.9
6.11667,49.3
6.11667,49.3333
6.15,49.1
6.15,45.9167
6.15,48.6833
6.15,48.6667
6.15,49.15
6.15,49.2167
6.15,49.2667
6.16667,49.1333
6.16667,49.3667
6.16667,47.6333
6.18333,48.65
6.18862,49.3589
6.2,48.6833
6.21667,46.1833
6.23333,43.1333
6.23639,44.0933
6.25,46.2
6.31667,46.0667
6.35,48.6333
6.36667,46.9
6.38333,45.6833
6.41667,46.0833
6.45,48.1833
6.46667,43.5333
6.48333,46.3667
6.5,48.6
6.53333,43.25
6.6,46.0667
6.63333,45.9333
6.63333,43.3
6.63333,43.4333
6.65,44.9
6.68333,45.9167
6.69584,49.2053
6.7,49.1
6.73611,43.4339
6.75,47.5833
6.76667,43.4167
6.79889,49.1417
6.8,47.5167
6.83333,47.4833
6.83333,47.4667
6.86667,47.6333
6.9,49.1833
6.91667,43.6667
6.93333,43.55
6.93333,49.2
6.95,48.2833
6.96667,43.6167
7.01667,43.55
7.01667,43.5667
7.05,43.5833
7.05,49.1
7.05,48.7333
7.11667,43.5833
7.11667,43.7167
7.11667,43.65
7.15,43.6667
7.16667,47.8167
7.18333,43.6667
7.18333,43.8
7.2,47.9167
7.25,43.7
7.25,47.8167
7.31667,43.75
7.33333,47.75
7.33333,47.7833
7.33333,47.8167
7.33333,47.8
7.36667,48.0833
7.36667,47.75
7.36667,48.7333
7.4,47.7667
7.43333,43.75
7.45,48.2667
7.46667,43.7667
7.48333,48.4667
7.5,43.7833
7.56667,47.5833
7.66667,48.4333
7.68333,48.5667
7.71667,48.5333
7.71667,48.55
7.75,48.5833
7.75,48.6
7.75,48.6167
7.75,48.6167
7.78333,48.8167
7.86667,48.7667
8.7364,41.9256
9.27973,41.5909
9.44945,42.7
